Name,Type,City,State_Province,Country,Latitude,Longitude,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,ShopCiders,Alternate_Name,TTB
Hemly Cider,Cider,Courtland,California,USA,38.3152957,-121.5646309,https://www.google.com/maps?cid=16671569982279655432,http://hemlycider.com/,https://www.facebook.com/hemlycider,https://www.instagram.com/hemlycider/,https://www.yelp.com/biz/hemly-cider-courtland,https://tripadvisor.com/Attraction_Review-g32258-d24092111,https://untappd.com/w/hemly-cider/248913,,https://shopciders.com/hemly_cider,,
Hidden Cave Cidery,Cider,Madison,Wisconsin,USA,43.1036669,-89.5369882,https://maps.google.com/?cid=2326894092775693665,https://www.hiddencavecidery.com/,https://www.facebook.com/hiddencavecidery/,https://www.instagram.com/hiddencavecidery,https://www.yelp.com/biz/hidden-cave-cidery-middleton,,https://untappd.com/w/hidden-cave-cidery/395008,,,,WI-W-21129
Hidden Star Orchards,Cider,Camino,California,USA,38.7403499,-120.6721526,https://www.google.com/maps?cid=2915559963970602124,https://www.hiddenstarcamino.com/,https://www.facebook.com/HiddenStarCamino,https://www.instagram.com/hiddenstar.applehill/,https://www.yelp.com/biz/hidden-star-camino,,https://untappd.com/w/hidden-star-orchards/275067,,,,
High Limb Hard Cider,Cider,Plymouth,Massachusetts,USA,41.9434465,-70.7111477,https://maps.google.com/?cid=11042855047844464741,https://www.highlimbcider.com/,https://www.facebook.com/highlimbcider/,https://www.instagram.com/highlimbcider/,https://www.yelp.com/biz/high-limb-cider-plymouth,https://www.tripadvisor.com/Attraction_Review-g41773-d21723351,https://untappd.com/w/high-limb-hard-cider/108620,,,,MA-W-21095
Hogans Cider Mill,Cider,Burlington,Connecticut,USA,41.776975,-73.009176,https://maps.google.com/?cid=11736229760219929020,http://hoganscidermill.com/,https://www.facebook.com/hoganscidermill,https://www.instagram.com/hoganscidermill/,https://www.yelp.com/biz/hogans-cider-mill-burlington,,https://untappd.com/w/hogan-s-cider-mill/60886,,,,CT-W-38
Holmberg Orchards & Winery,Cider,Gales Ferry,Connecticut,USA,41.468406,-72.058204,https://maps.google.com/?cid=4720941997914927332,http://www.holmbergorchards.com/,https://www.facebook.com/HolmbergOrchards,https://www.instagram.com/holmbergorchards/,https://www.yelp.com/biz/holmberg-orchards-gales-ferry,https://www.tripadvisor.com/Attraction_Review-g33784-d7211859,https://untappd.com/w/holmberg-orchards-and-winery/35056,https://glintcap.org/holmberg-orchards-winery,,,CT-W-15009
Honest Abe Cidery,Cider,Carson,California,USA,33.869489,-118.275158,https://maps.google.com/?cid=6790793934900786264,http://www.honestabecider.com/,https://www.facebook.com/HonestAbeCider,https://www.instagram.com/honestabecider/,https://www.yelp.com/biz/the-honest-abe-cidery-gardena-3,https://www.tripadvisor.com/Attraction_Review-g32177-d12265744,https://untappd.com/w/honest-abe-cider-and-mead/21436,,https://shopciders.com/honest_abe_cider_house_meadery,,CA-W-21745
Honey Moon Mead & Cider,Mead,Bellingham,Washington,USA,48.746407,-122.480915,https://maps.google.com/?cid=2661658228881542902,http://www.honeymoonmeads.com/,https://www.facebook.com/honeymoonmead/,https://www.instagram.com/honeymoonmeads/,https://www.yelp.com/biz/honeymoon-mead-bellingham,https://www.tripadvisor.com/Attraction_Review-g58350-d5832029,https://untappd.com/w/honey-moon/33239,,,,WA-W-719
Hopworks Urban Brewery,Beer,Portland,Oregon,USA,45.496879,-122.634841,https://maps.google.com/?cid=12310474527095469991,http://hopworksbeer.com/,https://www.facebook.com/HopworksBeer,https://www.instagram.com/hopworksbeer,https://www.yelp.com/biz/hopworks-urban-brewery-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d1118479,https://untappd.com/w/hopworks-urban-brewery/678,,,,OR-WS-21002
Horse & Plow,Wine,Sebastopol,California,USA,38.413464,-122.84435,https://maps.google.com/?cid=12669368572504386847,https://www.horseandplow.com/,https://www.facebook.com/horseandplowwinery,https://www.instagram.com/horseandplow/,https://www.yelp.com/biz/horse-and-plow-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d15150988,https://untappd.com/w/horse-and-plow-winery/197455,,,,CA-W-17642
Houston Cider Company,Cider,Houston,Texas,USA,29.803677,-95.386979,https://maps.google.com/?cid=9879541345239427997,https://www.houstoncidertx.com/,https://www.facebook.com/houstoncidercompany,https://www.instagram.com/houstoncider/,https://www.yelp.com/biz/town-in-city-brewing-company-houston,https://www.tripadvisor.com/Attraction_Review-g56003-d9609375,https://untappd.com/w/houston-cider-company/300156,,https://shopciders.com/houston_cider_co,,TX-W-21248
Hudson Valley Farmhouse Cider,Cider,Staatsburg,New York,USA,41.858265,-73.807785,https://maps.google.com/?cid=10113111148158344335,http://www.hudsonvalleyfarmhousecider.com/,,,,,https://untappd.com/w/breezy-hill-orchard-and-cider-mill/87228,https://glintcap.org/hudson-valley-farmhouse-cider,,Breezy Hill Orchard,NY-W-225
Humboldt Cider Company,Cider,Eureka,California,USA,40.7817209,-124.1298735,https://www.google.com/maps?cid=9833726366522566502,,https://www.facebook.com/HumboldtCider/,https://www.instagram.com/humboldtcidercompany/,https://www.yelp.com/biz/humboldt-cider-eureka,,https://untappd.com/w/humboldt-cider-company/169054,https://glintcap.org/humboldt-cider-company,,,CA-W-21648
Hye Cider Company,Mead,Hye,Texas,USA,30.2239826,-98.7269488,https://maps.google.com/?cid=8880419464963236208,http://hyecidercompany.com/,https://www.facebook.com/hyecidercompany,https://www.instagram.com/hyecidercompany/,https://www.yelp.com/biz/hye-cider-hye,https://www.tripadvisor.com/Attraction_Review-g56018-d14790431,https://untappd.com/w/hye-cider-company/390803,,,,TX-W-21270
Incline Cider Company,Cider,Auburn,Washington,USA,47.307323,-122.228453,https://maps.google.com/?cid=504944612388443997,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584,https://glintcap.org/incline-cider-company,https://shopciders.com/incline_cider_company,,WA-W-21515
Indian Ladder Farmstead Cidery and Brewery,Cider,Altamont,New York,USA,42.655366,-73.973352,https://maps.google.com/?cid=14290924162476431752,,https://www.facebook.com/indianladderfarmsteadcideryandbrewery/,https://www.instagram.com/indianladderfarmsciderybrewery/,https://www.yelp.com/biz/indian-ladder-farms-voorheesville,https://www.tripadvisor.com/Attraction_Review-g29802-d10343614,https://untappd.com/w/indian-ladder-farmstead-cidery-and-brewery/254531,,,,NY-W-15137
Indigeny Reserve,Cider,Sonora,California,USA,38.011866,-120.320153,https://maps.google.com/?cid=18440360876354636246,https://indigenyreserve.com/,https://www.facebook.com/IndigenyReserve,https://www.instagram.com/indigenyreserve/,https://www.yelp.com/biz/indigeny-reserve-sonora-2,https://www.tripadvisor.com/Attraction_Review-g33108-d3611725,https://untappd.com/w/indigeny-reserve/43194,,https://shopciders.com/indigeny_reserve,,CA-W-16665
Ironbark Ciderworks,Cider,Claremont,California,USA,34.10859,-117.701704,https://maps.google.com/?cid=8906916779198297766,https://www.ironbarkciderworks.com/,https://www.facebook.com/ironbarkcider/,https://www.instagram.com/ironbarkcider/,https://www.yelp.com/biz/ironbark-ciderworks-claremont,https://tripadvisor.com/Restaurant_Review-g32215-d21341445,https://untappd.com/w/ironbark-ciderworks/370732,https://glintcap.org/ironbark-ciderworks,,,CA-W-22474
Ironbound Hard Cider,Cider,Asbury,New Jersey,USA,40.627611,-75.042357,https://maps.google.com/?cid=17370734586891457225,https://www.ironboundhardcider.com/,https://www.facebook.com/ironboundhardcider,https://www.instagram.com/ironboundhardcider,https://www.yelp.com/biz/ironbound-hard-cider-asbury-3,https://www.tripadvisor.com/Attraction_Review-g29747-d16900912,https://untappd.com/w/jersey-cider-works/267396,,,,NJ-W-21010
Island Orchard Cider,Cider,Ellison Bay,Wisconsin,USA,45.256318,-87.071244,https://maps.google.com/?cid=8005585823394699432,http://islandorchardcider.com/,https://www.facebook.com/IslandOrchardCider,https://www.instagram.com/islandorchardcider/,https://www.yelp.com/biz/island-orchard-cider-ellison-bay,https://www.tripadvisor.com/Attraction_Review-g59859-d4554998,https://untappd.com/w/island-orchard-cider/36898,https://glintcap.org/island-orchard-cider,https://shopciders.com/island_orchard_cider,,WI-W-15061
Jack Rabbit Hill Farm,Wine,Hotchkiss,Colorado,USA,38.842573,-107.869018,https://maps.google.com/?cid=18079330030009001046,https://www.jackrabbithill.com/,https://www.facebook.com/jackrabbithill,https://www.instagram.com/jackrabbithillfarm,https://www.yelp.com/biz/jack-rabbit-hill-hotchkiss,,https://untappd.com/w/jack-rabbit-hill-cidery/228228,,https://shopciders.com/jack_rabbit_hill,New Avalon Grower Ciders,CO-W-77
Jack Russell Farm Brewery,Beer,Camino,California,USA,38.756309,-120.679112,https://maps.google.com/?cid=9225793679139251860,https://www.jackrussellbrewery.com/,https://www.facebook.com/jackrussellfarmbrewery,https://www.instagram.com/jrf_brewery/,https://www.yelp.com/biz/jack-russell-farm-brewery-camino,https://www.tripadvisor.com/Attraction_Review-g32150-d117186,https://untappd.com/w/jack-russell-brewing-company/14368,,,,CA-W-20126
Atomic Dog Hard Cider,Cider,Gettysburg,Pennsylvania,USA,39.7911774,-77.2006855,https://www.google.com/maps?cid=7169999648774734369,https://atomicdoghardcider.com/,https://www.facebook.com/atomicdoghardcider,,https://www.yelp.com/biz/the-core-kitchen-at-atomic-dog-cidery-gettysburg,,https://untappd.com/w/atomic-dog-cidery/547121,,https://shopciders.com/atomic_dog_hard_cider,Jack's Hard Cider,PA-W-21243
James Creek Cider House,Cider,Cameron,North Carolina,USA,35.336069,-79.245782,https://maps.google.com/?cid=8654485681895206331,https://jamescreekciderhouse.com/,https://www.facebook.com/jamescreekciderhouse,https://www.instagram.com/jamescreekciderhouse/,https://www.yelp.com/biz/james-creek-cider-house-cameron,,https://untappd.com/w/james-creek-cider-house/291592,https://glintcap.org/james-creek-ciderhouse,https://shopciders.com/james_creek_cider_house,Stargazer Cider,NC-W-21061
Jasper Winery,Wine,Des Moines,Iowa,USA,41.567166,-93.65021,https://maps.google.com/?cid=15221972238412219272,http://jasperwinery.com/,https://www.facebook.com/jasperwinery,https://www.instagram.com/jasperwinery,https://www.yelp.com/biz/jasper-winery-des-moines,https://www.tripadvisor.com/Attraction_Review-g37835-d4090625,https://untappd.com/w/jasper-winery/220162,,,,IA-W-54
Jean Marie Cidery,Cider,Paso Robles,California,USA,35.5709733,-120.6959736,https://maps.google.com/?cid=2409160437682616057,http://www.jeanmariecidery.com/,https://www.facebook.com/Jeanmariecidery/,https://www.instagram.com/jeanmariecidery/,,,https://untappd.com/w/jean-marie-cidery/268937,,,,CA-W-22153
Jefferson County Ciderworks,Cider,Fairfield,Iowa,USA,41.017198,-92.018367,https://maps.google.com/?cid=8237417276158156047,https://cider.work/,https://www.facebook.com/jeffcocider,https://www.instagram.com/jeffcocider/,https://www.yelp.com/biz/jefferson-county-ciderworks-fairfield,,https://untappd.com/w/jefferson-county-ciderworks/229501,https://glintcap.org/jefferson-county-ciderworks,,,IA-W-21021
Julian Hard Cider,Cider,Julian,California,USA,33.097898,-116.646574,https://maps.google.com/?cid=6210656366976255829,http://www.julianhardcider.biz/,https://www.facebook.com/JulianHardCider/,https://www.instagram.com/julianhardcider/,https://www.yelp.com/biz/julian-hard-cider-julian,https://www.tripadvisor.com/Attraction_Review-g32545-d8263847,https://untappd.com/w/julian-hard-cider/1620,,,,CA-W-22131
Kaneb Orchards,Cider,Massena,New York,USA,44.945459,-74.853156,https://maps.google.com/?cid=102588345374024107,http://www.kaneborchards.com/,https://www.facebook.com/kaneborchards,,,,https://untappd.com/w/kaneb-orchards/153983,https://glintcap.org/kaneb-orchards,https://shopciders.com/kaneb_orchards_llc,,NY-W-20608
KC Wineworks,Wine,Kansas City,Missouri,USA,39.09061,-94.579843,https://maps.google.com/?cid=12253214208142636646,http://kcwineworks.com/,https://www.facebook.com/kcwineworks,https://www.instagram.com/kcwineworks,https://www.yelp.com/biz/kc-wineworks-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44535-d14991755,https://untappd.com/w/kc-wineworks/291213,,,Fountain City Cider,MO-W-21031
Keepsake Cidery,Cider,Dundas,Minnesota,USA,44.387334,-93.208815,https://maps.google.com/?cid=12033824401859026231,http://keepsakecidery.com/,https://www.facebook.com/keepsakecidery/,https://www.instagram.com/keepsakecidery/,https://www.yelp.com/biz/keepsake-cidery-dundas,https://www.tripadvisor.com/Attraction_Review-g43020-d12945754,https://untappd.com/w/keepsake-cidery/202115,,https://shopciders.com/keepsake_cidery,,MN-W-21040
Keewaydin Cider Mill,Cider,State College,Pennsylvania,USA,41.104465,-78.154363,https://maps.google.com/?cid=11496491093624022251,https://www.cdbrewingventures.com/keewaydincider,,,,,https://untappd.com/w/keewaydin-cider-mill/16001,,,,PA-W-15064
Kekionga Craft Company,Cider,Fort Wayne,Indiana,USA,41.098914,-85.044471,https://maps.google.com/?cid=6397238888360308523,http://kekiongaciderco.com/,https://www.facebook.com/kekiongacraftcompany,https://www.instagram.com/kekiongacraftcompany/,https://www.yelp.com/biz/kekionga-cider-fort-wayne,https://www.tripadvisor.com/Attraction_Review-g37114-d14156125,https://untappd.com/w/kekionga-cider-company/352456,https://glintcap.org/kekionga-cider-company,https://shopciders.com/kekionga_craft_company,,IN-W-21035
Kettleborough Cider House,Cider,New Paltz,New York,USA,41.713902,-74.111453,https://maps.google.com/?cid=12987347223242211127,http://www.kettleboroughciderhouse.com/,,,https://www.yelp.com/biz/dressel-farms-new-paltz,https://www.tripadvisor.com/Attraction_Review-g48245-d1554841,https://untappd.com/w/kettleborough-cider-house/41860,,,,NY-W-20436
Kindred Pointe,Wine,Edinburg,Virginia,USA,38.797811,-78.65344,https://maps.google.com/?cid=5343608512570946713,http://www.kindredpointe.com/,https://www.facebook.com/KindredPointe,https://www.instagram.com/kindredpointe/,https://www.yelp.com/biz/the-winery-at-kindred-pointe-mount-jackson-2,https://www.tripadvisor.com/Attraction_Review-g57993-d8130710,https://untappd.com/w/the-winery-at-kindred-pointe/284321,,,Life is Hard Cider,VA-W-21005
Kings Highway Fine Cider,Cider,Millerton,New York,USA,41.8978652,-73.534851,https://maps.google.com/?cid=1012291909954476569,http://cider.nyc/,,https://www.instagram.com/kingshighway_cider/,https://www.yelp.com/biz/kings-highway-fine-cider-millerton,https://www.tripadvisor.com/Restaurant_Review-g48176-d15215226,https://untappd.com/w/king-s-highway-fine-cider/365589,https://glintcap.org/kings-highway-fine-cider,https://shopciders.com/kings_highway_fine_cider,,NY-W-21159
Finger Lakes Cider House,Cider,Interlaken,New York,USA,42.606626,-76.70006,https://maps.google.com/?cid=6795224421439178302,http://www.fingerlakesciderhouse.com/,https://www.facebook.com/FingerLakesCiderHouse/,https://www.instagram.com/flxciderhouse/,https://www.yelp.com/biz/finger-lakes-cider-house-interlaken,https://www.tripadvisor.com/Restaurant_Review-g47948-d8310323,https://untappd.com/FLCiderHouse,,https://shopciders.com/finger_lakes_cider_house,"Finger Lakes Cider House, Good Life Farm",NY-W-21077
Knockin Noggin Cidery & Winery,Cider,Volant,Pennsylvania,USA,41.113516,-80.257463,https://maps.google.com/?cid=13343253408909752289,http://www.knockinnoggin.com/,https://www.facebook.com/knockinnoggin/,https://www.instagram.com/knockin_noggin/,https://www.yelp.com/biz/knockin-noggin-cidery-and-winery-volant,https://www.tripadvisor.com/Attraction_Review-g53903-d7717461,https://untappd.com/w/knockin-noggin-cidery-and-winery/156928,,,,
La Garagista,Wine,Barnard,Vermont,USA,43.753941,-72.662117,https://maps.google.com/?cid=15495061836326296234,http://www.lagaragista.com/,,https://www.instagram.com/lagaragista,,,https://untappd.com/w/la-garagista/331015,,https://shopciders.com/la_garagista_farm_winery,,VT-W-15034
Lake Drum Brewing,Beer,Geneva,New York,USA,42.86774,-76.980968,https://maps.google.com/?cid=1991657730428628786,,https://www.facebook.com/LakeDrumBrewingCo/,,https://www.yelp.com/biz/lake-drum-brewing-geneva,https://www.tripadvisor.com/Attraction_Review-g47777-d7854417,https://untappd.com/w/lake-drum-brewing/178035,,,,NY-W-21297
Mount Hope Estate,Wine,Manheim,Pennsylvania,USA,40.227487,-76.430605,https://maps.google.com/?cid=544943950321274099,https://mounthope.estate/,https://www.facebook.com/MtHopeEstate/,,https://www.yelp.com/biz/mount-hope-estate-and-winery-manheim,https://www.tripadvisor.com/Attraction_Review-g53094-d105708,https://untappd.com/w/lancaster-county-cider/263721,,,Lancaster County Cider,PA-W-21078
Lassen Traditional Cider,Cider,Chico,California,USA,39.714697,-121.820272,https://maps.google.com/?cid=10315637006146688710,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,,,https://untappd.com/w/lassen-traditional-cidery/297567,https://glintcap.org/lassen-traditional-cider,https://shopciders.com/lassen_traditional_cider,,CA-W-22327
Last Chance Cider Mill,Cider,Red Lodge,Montana,USA,45.202035,-109.245786,https://maps.google.com/?cid=15089768293324138928,https://www.lastchancecider.com/,https://www.facebook.com/lastchancecider/,https://www.instagram.com/lastchancecider/,https://www.yelp.com/biz/red-lodge-ales-brewing-co-red-lodge-2,https://www.tripadvisor.com/Attraction_Review-g45325-d6197985,https://untappd.com/LastChancePub,,,,MT-W-21006
Legend Cider Company,Cider,The Dalles,Oregon,USA,43.6755888,-121.5007506,https://maps.google.com/?cid=9396871725050105600,http://www.legendcider.com/,https://www.facebook.com/legendcider,https://www.instagram.com/legend_cider/,,,https://untappd.com/w/legend-cider-company/312488,,,,OR-W-21185
Leonard Oakes Estate Winery,Cider,Medina,New York,USA,43.262857,-78.436353,https://maps.google.com/?cid=5039869874574703027,http://oakeswinery.com/,https://www.facebook.com/oakeswinery,https://www.instagram.com/oakeswinery,https://www.yelp.com/biz/leonard-oakes-estate-winery-medina,https://www.tripadvisor.com/Attraction_Review-g48148-d4554891,https://untappd.com/w/leonard-oakes-estate-winery/35390,,https://shopciders.com/leonard_oakes_estate_winery,Steampunk Cider,NY-W-15102
Levengoods of Lancaster,Cider,Lancaster,Pennsylvania,USA,40.037709,-76.30798,https://maps.google.com/?cid=8976846353012149627,http://levengoodcider.com/,https://www.facebook.com/levengoods,https://www.instagram.com/levengoods_of_lancaster,https://www.yelp.com/biz/levengoods-lancaster,,https://untappd.com/w/levengoods-lancaster-mighty-fine-hard-cider/353261,,,,PA-W-21125
Liberty Ciderworks,Cider,Spokane,Washington,USA,47.655356,-117.418438,https://maps.google.com/?cid=14868081944798289423,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,https://glintcap.org/liberty-ciderworks,https://shopciders.com/liberty_ciderworks,,WA-W-21052
Listermann Brewing Company,Beer,Cincinnati,Ohio,USA,39.146284,-84.472401,https://maps.google.com/?cid=4142844377752036595,https://listermannbrewing.com/,https://www.facebook.com/ListermannBrewing/,https://www.instagram.com/listermannbrewing/,https://www.yelp.com/biz/listermann-brewing-company-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d7624620,https://untappd.com/w/listermann-brewing-company/794,,,,OH-W-21077
Liquid Alchemy Beverages,Mead,Wilmington,Delaware,USA,39.729206,-75.580718,https://maps.google.com/?cid=17392171192902258223,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415,https://glintcap.org/liquid-alchemy-ciderworks,,,DE-W-21003
Lockhorn Cider House,Cider,Bozeman,Montana,USA,45.678765,-111.028676,https://maps.google.com/?cid=3319793704993492447,http://www.lockhornhardcider.com/,https://www.facebook.com/lockhorncider/,https://www.instagram.com/lockhorncider/,https://www.yelp.com/biz/lockhorn-cider-house-bozeman,https://www.tripadvisor.com/Restaurant_Review-g45095-d10379574,https://untappd.com/w/lockhorn-cider-house/108004,,https://shopciders.com/lockhorn_hard_cider,,MT-W-21001
Locust Cider,Cider,Woodinville,Washington,USA,47.766244,-122.148563,https://www.google.com/maps?cid=17533531076865420551,http://www.locustcider.com/,https://www.facebook.com/locustcider,https://www.instagram.com/locustcider,https://www.yelp.com/biz/locust-cider-woodinville,https://www.tripadvisor.com/Attraction_Review-g58835-d12688283,https://untappd.com/w/locust-cider/202473,https://glintcap.org/locust-cider,https://shopciders.com/locust_cider,,"WA-W-21689, WA-W-21541, WA-W-21195"
Delta Blues Winery,Wine,Lakeland,Tennessee,USA,35.3057734,-89.731838,https://www.google.com/maps?cid=8868991936708923372,https://deltablueswinery.com/long-road-cider,https://www.facebook.com/profile.php?id=100064235971057,https://www.instagram.com/deltablueswine/,https://www.yelp.com/biz/delta-blues-winery-lakeland,https://www.tripadvisor.com/Attraction_Review-g2058576-d10587734,https://untappd.com/w/long-road-cider-co/299085,,,Long Road Cider,TN-W-21011
Lookout Farm Brewing & Cider Co.,Beer,Natick,Massachusetts,USA,42.263076,-71.309116,https://maps.google.com/?cid=3120314010091171476,https://www.lookoutfarm.com/,https://www.facebook.com/lookoutfarm/,https://www.instagram.com/lookoutfarm/,https://www.yelp.com/biz/lookout-farm-hard-cider-natick,https://www.tripadvisor.com/Attraction_Review-g41698-d557285,https://untappd.com/w/lookout-farm/172098,,,,MA-W-15036
Four Daughters Vineyard & Winery,Wine,Spring Valley,Minnesota,USA,43.70925,-92.473971,https://maps.google.com/?cid=14552525782470342949,http://loonjuice.com/,https://www.facebook.com/LoonJuiceCider/,https://www.instagram.com/loonjuice/,https://www.yelp.com/biz/four-daughters-winery-spring-valley,https://www.tripadvisor.com/Attraction_Review-g43541-d2469983,https://untappd.com/w/loon-juice/153282,,,Loon Juice Hard Cider,MN-W-20092
Lost Boy Cider,Cider,Alexandria,Virginia,USA,38.798715,-77.06327,https://maps.google.com/?cid=2623373656020855749,https://lostboycider.com/,https://www.facebook.com/lostboycider/,https://www.instagram.com/lostboycider/,https://www.yelp.com/biz/lost-boy-cider-alexandria-5,https://www.tripadvisor.com/Attraction_Review-g30226-d17751979,https://untappd.com/w/lost-boy-cider/433809,https://glintcap.org/lost-boy-cider,https://shopciders.com/lost_boy_cider,,VA-W-21168
Lost Giants Cider Company,Cider,Bellingham,Washington,USA,48.752457,-122.459354,https://maps.google.com/?cid=3699889965366654678,https://lostgiantscider.com/,https://www.facebook.com/LostGiantsCider,https://www.instagram.com/lostgiantsciderco,https://www.yelp.com/biz/lost-giants-cider-company-bellingham,,https://untappd.com/w/lost-giants-cider-company/395484,https://glintcap.org/lost-giants-cider-company,,,WA-W-21394
Mad Moon Craft Cidery,Cider,Columbus,Ohio,USA,40.0346863,-82.9590133,https://maps.google.com/?cid=1581590240615634470,http://madmooncider.com/,https://www.facebook.com/MadMoonHardCider,https://www.instagram.com/madmooncider/,https://www.yelp.com/biz/mad-moon-cider-tap-room-columbus,https://www.tripadvisor.com/Attraction_Review-g50226-d12991202,https://untappd.com/w/mad-moon-hard-cider/120259,,,,
MadTree Brewing,Beer,Cincinnati,Ohio,USA,39.156329,-84.424242,https://maps.google.com/?cid=17868803436331301052,https://www.madtreebrewing.com/,https://www.facebook.com/MadTree/,https://www.instagram.com/madtreebrewing/,https://www.yelp.com/biz/madtree-brewing-cincinnati-3,https://www.tripadvisor.com/Attraction_Review-g60993-d4604581,https://untappd.com/w/madtree-brewing-company/16735,,,,OH-W-21196
Maiden Rock Winery & Cidery,Wine,Stockholm,Wisconsin,USA,44.515238,-92.268117,https://maps.google.com/?cid=3321455700224536041,http://www.maidenrockwinerycidery.com/,https://www.facebook.com/WineryCidery/,,https://www.yelp.com/biz/maiden-rock-winery-and-cidery-stockholm,https://www.tripadvisor.com/Attraction_Review-g60307-d1188983,https://untappd.com/w/maiden-rock-winery-and-cidery/10956,https://glintcap.org/maiden-rock-winery-cidery,,,WI-W-15028
Mallow Run Winery,Wine,Bargersville,Indiana,USA,39.549333,-86.231898,https://maps.google.com/?cid=9215785545519239355,https://mallowrun.com/,https://www.facebook.com/mallowrun,https://www.instagram.com/mallowrun/,https://www.yelp.com/biz/mallow-run-winery-and-vineyard-bargersville,https://www.tripadvisor.com/Attraction_Review-g36924-d3167978,https://untappd.com/w/mallow-run-winery/212063,,https://shopciders.com/mallow_run_winery,,IN-W-15001
Manchester Road Cider Company,Cider,Wenatchee,Washington,USA,47.426164,-120.313933,,http://www.manroadcider.com/,https://www.facebook.com/manroadcider/,https://www.instagram.com/manroadcider,,,,,https://shopciders.com/manchester_road_cider,,WA-WS-15016
March First Brewing,Beer,Cincinnati,Ohio,USA,39.279219,-84.34893,https://maps.google.com/?cid=18349508478239444947,https://www.marchfirstbrewing.com/,https://www.facebook.com/marchfirstbrewing,https://www.instagram.com/m1cincy,https://www.yelp.com/biz/march-first-brewing-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d12382320,https://untappd.com/w/march-first-brewing/327077,,,,OH-W-21127
McClure's Orchard & Winery,Wine,Peru,Indiana,USA,40.837576,-86.130016,https://maps.google.com/?cid=9370461394563366351,http://www.mccluresorchard.com/,https://www.facebook.com/McCluresTollHouse/,https://www.instagram.com/mccluresorchard/,https://www.yelp.com/biz/mcclures-tate-orchard-peru,https://www.tripadvisor.com/Attraction_Review-g37437-d7160994,https://untappd.com/w/mcclures-orchard/42577,https://glintcap.org/mcclures-orchard-winery,,,IN-W-15035
FX Matt Brewing,Beer,Utica,New York,USA,42.856903,-78.69873,https://www.google.com/maps?cid=16812627050434550372,https://www.mckbev.com/,https://www.facebook.com/McKenziesHardCider/,https://www.instagram.com/mckenzieshardcider/,https://www.yelp.com/biz/f-x-matt-brewing-utica,https://www.tripadvisor.com/Attraction_Review-g48759-d534580,https://untappd.com/w/mckenzies-hard-cider/10931,,,,NY-W-15225
McMenamins Edgefield Winery,Wine,Troutdale,Oregon,USA,45.537111,-122.406996,https://maps.google.com/?cid=2840749725938783348,http://www.edgefieldwinery.com/,,,https://www.yelp.com/biz/edgefield-winery-troutdale,https://www.tripadvisor.com/Attraction_Review-g52104-d7046879,https://untappd.com/w/mcmenamins/3674,,,Edgefield Cider,OR-W-480
McRitchie Winery & Ciderworks,Wine,Thurmond,North Carolina,USA,36.367307,-80.946974,https://maps.google.com/?cid=1644535800362164704,http://www.mcritchiewine.com/,https://www.facebook.com/McRitchieWinery,https://www.instagram.com/mcritchiewinery/,https://www.yelp.com/biz/mcritchie-winery-and-ciderworks-thurmond-2,https://www.tripadvisor.com/Attraction_Review-g49598-d1729120,https://untappd.com/w/mcritchie-ciderworks/23845,https://glintcap.org/mcritchie-winery-ciderworks,https://shopciders.com/mcritchie_winery_ciderworks,,NC-W-15035
Meadowlark Farm Orchard & Cidery,Cider,Rose Hill,Kansas,USA,37.592149,-97.045433,https://maps.google.com/?cid=11977783697234772672,http://www.themeadowlarkfarm.com/,,,,,https://untappd.com/w/meadowlark-farm-orchard-cidery/351535,,,,KS-W-15028
Melick's Town Farm,Cider,Lebanon,New Jersey,USA,40.671946,-74.75427,https://maps.google.com/?cid=16738075387392571871,http://www.melickstownfarm.com/,,,https://www.yelp.com/biz/melick-orchards-oldwick,https://www.tripadvisor.com/Attraction_Review-g46705-d642519,https://untappd.com/w/melicks-town-farm/244441,,,,NJ-W-21041
