Name,Type,Status,City,State_Province,Country,Latitude,Longitude,Google,Website,Facebook,Instagram,URL,Yelp,TripAdvisor,Untappd,GLINTCAP,ShopCiders,Alternate_Name,TTB
12 Corners Vineyards,Producer,Active,Benton Harbor,Michigan,USA,42.1328817,-86.3767096,https://maps.google.com/?cid=10832365648470516551,https://12corners.com/,https://www.facebook.com/12CornersVineyards,https://www.instagram.com/12cornersvineyards/,https://12corners.com/,https://www.yelp.com/biz/12-corners-vineyards-benton-harbor?,https://www.tripadvisor.com/Attraction_Review-g41983-d5221178-Reviews-12_Corners_Vineyards-Benton_Harbor_Berrien_County_Michigan.html,https://untappd.com/b/12-corners-vineyards-big-daddy-s-hard-cider/1252332,http://glintcap.org/results/commercial/medalists/12-corners-vineyards/,,Big Daddy's Hard Cider,MI-W-21005
Paw Paw Brewing Company,Producer,Active,Paw Paw,Michigan,USA,42.2102444,-85.8958679,https://maps.google.com/?cid=5498895875994039730,http://www.pawpawbrewing.com/,https://www.facebook.com/PawPawBrewingCompany,https://www.instagram.com/pawpawbrewing/,http://www.pawpawbrewing.com/,https://www.yelp.com/biz/paw-paw-brewing-paw-paw?,https://www.tripadvisor.com/Attraction_Review-g42579-d5843122,https://untappd.com/PawPawBrewingCompany,,,,MI-W-21010
Big Lake Brewing Company,Producer,Active,Holland,Michigan,USA,42.7913184,-86.10791,https://maps.google.com/?cid=2249813756224530852,https://biglakebrewing.com/,https://www.facebook.com/biglakebrewing,https://www.instagram.com/biglakebrewing/,https://biglakebrewing.com/,https://www.yelp.com/biz/big-lake-brewing-holland?,https://www.tripadvisor.com/Attraction_Review-g42310-d4495387,https://untappd.com/BigLakeBrewingHollandMi,,,,MI-W-21011
Bushel & Bee Taproom,Bar_Restaurant,Active,Leavenworth,Washington,USA,47.5960263,-120.6609843,https://maps.google.com/?cid=10765321852666326792,,https://www.facebook.com/Bushelbee/,,https://www.facebook.com/Bushelbee/,https://www.yelp.com/biz/bushel-and-bee-taproom-leavenworth,https://www.tripadvisor.com/Restaurant_Review-g58560-d12964536,https://untappd.com/v/bushel-bee-taproom/6848055,,,,
Capitol Cider,Bar_Restaurant,Active,Seattle,Washington,USA,47.614212,-122.321135,https://maps.google.com/?cid=14974147909897517743,http://capitolcider.com/,,,http://capitolcider.com/,https://www.yelp.com/biz/capitol-cider-seattle,https://www.tripadvisor.com/Restaurant_Review-g60878-d4420720,https://untappd.com/v/capitol-cider/783226,,,,
Cider Bite,Bar_Restaurant,Active,Portland,Oregon,USA,45.5270439,-122.6838649,https://maps.google.com/?cid=3821941261916128724,http://ciderbite.com/,,,http://ciderbite.com/,https://www.yelp.com/biz/cider-bite-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d8719994,https://untappd.com/v/cider-bite/3674221,,,,
Crush Cider Cafe,Producer,Active,Hood River,Oregon,USA,45.711792,-121.5226891,https://maps.google.com/?cid=15004690949700162303,https://crushcidercafe.com/,https://www.facebook.com/crushcidercafe,https://www.instagram.com/crushcidercafe,https://crushcidercafe.com/,https://www.yelp.com/biz/crush-cider-cafe-hood-river,https://www.tripadvisor.com/Restaurant_Review-g51909-d10887833,https://untappd.com/v/crush-cider-cafe/3535027,,,,OR-W-21199
Lost Valley Cider Co.,Bar_Restaurant,Active,Milwaukee,Wisconsin,USA,43.0276082,-87.9159237,https://maps.google.com/?cid=16904382002455233962,http://www.lostvalley.com/,,https://www.instagram.com/lostvalleycider/,http://www.lostvalley.com/,https://www.yelp.com/biz/lost-valley-cider-co-milwaukee,,https://untappd.com/v/lost-valley-cider-co/4836393,https://glintcap.org/results/commercial/medalists/lost-valley-cider-co/,,,
Mullers Cider House,Bar_Restaurant,Active,Rochester,New York,USA,43.1503618,-77.5661765,https://maps.google.com/?cid=8403783709842637770,http://www.mullersciderhouse.com/,,,http://www.mullersciderhouse.com/,https://www.yelp.com/biz/mullers-cider-house-rochester,https://www.tripadvisor.com/Restaurant_Review-g48503-d9718958,https://untappd.com/v/mullers-cider-house/4156939,,,,
Portland Cider House,Bar_Restaurant,Active,Portland,Oregon,USA,45.5118759,-122.6260071,https://maps.google.com/?cid=834413407258306111,http://portlandcider.com/pdxciderhouse/,,,http://portlandcider.com/pdxciderhouse/,https://www.yelp.com/biz/portland-cider-house-portland-2,https://www.tripadvisor.com/Restaurant_Review-g52024-d9770126,https://untappd.com/v/portland-cider-house/2752665,,,,
Redfield Cider Bar & Bottle Shop,Bar_Restaurant,Active,Oakland,California,USA,37.8464598,-122.2521569,https://maps.google.com/?cid=8882792747251069821,https://www.redfieldcider.com/,https://www.facebook.com/redfieldcider,https://www.instagram.com/redfieldciderbar/,https://www.redfieldcider.com/,https://www.yelp.com/biz/redfield-cider-bar-and-bottle-shop-oakland,,https://untappd.com/v/redfield-cider-bar/8592244,,,,
Schilling Cider House,Bar_Restaurant,Active,Seattle,Washington,USA,45.5162814,-122.6556637,https://maps.google.com/?cid=13478960386344912573,https://www.schillingciderhouse.com/portland,,,https://www.schillingciderhouse.com/portland,https://www.yelp.com/biz/schilling-cider-house-portland-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d12541100,https://untappd.com/v/schilling-cider-house-portland/6331201,,,,
Schilling Cider House,Bar_Restaurant,Active,Portland,Oregon,USA,47.6496435,-122.3491935,https://maps.google.com/?cid=18192055679873119908,http://www.schillingcider.com/,,,http://www.schillingcider.com/,http://www.yelp.com/biz/schilling-cider-house-seattle,http://www.tripadvisor.com/Restaurant_Review-g60878-d7885935,https://untappd.com/v/schilling-cider-house/2057087,,https://shopciders.com/schilling_hard_cider,,OR-W-21208
Scrumpy's,Bar_Restaurant,Active,Fort Collins,Colorado,USA,40.5894759,-105.0774694,https://maps.google.com/?cid=922771130338671639,http://www.scrumpys.net/,,https://www.instagram.com/scrumpyshardciderbar/,http://www.scrumpys.net/,https://www.yelp.com/biz/scrumpys-fort-collins,https://www.tripadvisor.com/Restaurant_Review-g33423-d4314743,https://untappd.com/v/scrumpys/713466,,,,
Taproot Cider House,Bar_Restaurant,Active,Traverse City,Michigan,USA,44.7638704,-85.6178604,https://maps.google.com/?cid=14721376414277758721,http://www.taproottc.com/,,,http://www.taproottc.com/,https://www.yelp.com/biz/taproot-cider-house-traverse-city,https://www.tripadvisor.com/Restaurant_Review-g42758-d9796902,https://untappd.com/v/taproot-cider-house/4358575,,,,
The Cider Barrel,Bar_Restaurant,Active,Olympia,Washington,USA,47.0451394,-122.900555,https://maps.google.com/?cid=14644731838385910692,https://www.hardcideroutlet.com/,https://www.facebook.com/theciderbarrel,https://www.instagram.com/ciderbarreloly/,https://www.hardcideroutlet.com/,https://www.yelp.com/biz/the-cider-barrel-olympia,,https://untappd.com/v/the-cider-barrel/10563352,,https://shopciders.com/the_cider_barrel_llc,,
The Cider Junction,Bar_Restaurant,Active,San Jose,California,USA,37.3105468,-121.8957938,https://maps.google.com/?cid=16418256692963429494,https://www.theciderjunction.com/,https://www.facebook.com/TheCiderJunction/,https://www.instagram.com/ciderjunction,https://www.theciderjunction.com/,https://www.yelp.com/biz/the-cider-junction-san-jose-5,https://www.tripadvisor.com/Restaurant_Review-g33020-d12570823,https://untappd.com/v/the-cider-junction/6631648,,,,
The Local Cider Bar,Bar_Restaurant,Active,Arcata,California,USA,40.8687067,-124.0877799,https://maps.google.com/?cid=8522894847865967594,http://www.thelocalciderbar.com/,,,http://www.thelocalciderbar.com/,https://www.yelp.com/biz/the-local-cider-bar-arcata,https://www.tripadvisor.com/Restaurant_Review-g29106-d8802001,https://untappd.com/v/the-local-cider-bar/3696163,,,,
Upcider,Bar_Restaurant,Active,San Francisco,California,USA,37.7874951,-122.4198665,https://maps.google.com/?cid=15392229619865565904,http://www.upcidersf.com/,https://www.facebook.com/upciderSF/,https://www.instagram.com/upcidersf/,http://www.upcidersf.com/,https://www.yelp.com/biz/upcider-san-francisco,https://www.tripadvisor.com/Restaurant_Review-g60713-d3846048,https://untappd.com/v/upcider/349850,,,,
Baynes Apple Valley,Bar_Restaurant,Active,Freeland,Michigan,USA,43.48788,-84.095123,https://maps.google.com/?cid=5253630672369984412,https://www.baynesapplevalley.com/,https://www.facebook.com/BaynesAppleValley,https://www.instagram.com/baynesapplevalley/,https://www.baynesapplevalley.com/,,,,,,,
Rockford Brewing Company,Producer,Active,Rockford,Michigan,USA,43.1196707,-85.5613949,https://maps.google.com/?cid=15250566805515622621,https://rockfordbrewing.com/,,,https://rockfordbrewing.com/,https://www.yelp.com/biz/rockford-brewing-company-rockford-5,https://www.tripadvisor.com/Restaurant_Review-g42646-d5571656,https://untappd.com/RockfordBrewingCompany,,,,MI-W-21017
Her Father's Cider Bar + Kitchen,Bar_Restaurant,Active,Toronto,Ontario,CAN,43.662413,-79.4046266,https://maps.google.com/?cid=11210958380851197285,https://www.herfathers.ca/,https://www.facebook.com/hfciderbar/,https://www.instagram.com/hfciderbar/,https://www.herfathers.ca/,https://www.yelp.com/biz/her-fathers-cider-bar-and-kitchen-toronto,https://www.tripadvisor.com/Restaurant_Review-g155019-d10474402,https://untappd.com/v/her-fathers-cider-bar-kitchen/4704768,,,,
Waterfire Vineyards,Producer,Active,Kewadin,Michigan,USA,44.982684,-85.333901,https://maps.google.com/?cid=7758809877019121667,https://www.waterfirewine.com/,https://www.facebook.com/WaterfireVineyards,https://www.instagram.com/waterfirevineyards/,https://www.waterfirewine.com/,https://www.yelp.com/biz/waterfire-vineyards-torch-lake-kewadin-2?,https://www.tripadvisor.com/Attraction_Review-g42364-d12638477,https://untappd.com/w/water-fire-cellars/351886,,,,MI-W-21043
White Flame Brewing Company,Producer,Active,Hudsonville,Michigan,USA,42.8642966,-85.8708301,https://maps.google.com/?cid=14331497606184149482,https://whiteflamebrewing.com/,https://www.facebook.com/whiteflamebrew,https://www.instagram.com/whiteflamebrew/,https://whiteflamebrewing.com/,https://www.yelp.com/biz/white-flame-brewing-co-hudsonville-2?,https://www.tripadvisor.com/Attraction_Review-g42328-d3693709,https://untappd.com/WhiteFlameBrew,,,,MI-W-21028
Lat 65 Cider,Producer,Active,Fairbanks,Alaska,USA,64.8452943,-147.7005999,https://maps.google.com/?cid=13676930731438179708,https://www.lat65brewing.com/,https://www.facebook.com/Lat65/,https://www.instagram.com/lat65brewing/,https://www.lat65brewing.com/,,,,,,,AK-W-21014
White Crow Cider,Producer,Active,Wichita,Kansas,USA,37.7147789,-97.2483968,https://maps.google.com/?cid=13959049270637370679,https://www.whitecrowcider.com/,https://www.facebook.com/WhiteCrowCider/,https://www.instagram.com/whitecrowcider/,https://www.whitecrowcider.com/,,,https://untappd.com/w/white-crow-cider-company/473028,,,,KS-W-21041
Waves Cider Co.,Producer,Active,Columbia,Missouri,USA,38.9655649,-92.3297892,https://maps.google.com/?cid=14648885420033365453,https://www.wavescider.com/,https://www.facebook.com/wavescidercompany/,https://www.instagram.com/wavescider/,https://www.wavescider.com/,https://www.yelp.com/biz/waves-cider-columbia,,https://untappd.com/w/waves-cider-co/472344,https://glintcap.org/results/commercial/medalists/waves-cider-company/,,,MO-W-21138
Kingfish Cider,Producer,Active,Jefferson,Louisiana,USA,29.9618364,-90.1385912,https://goo.gl/maps/E25Uq7Vf5fZ3Xdsi6,https://kingfishcider.com/,https://www.facebook.com/kingfishcider/,https://www.instagram.com/kingfishcider/,https://kingfishcider.com/,,,,,,,LA-W-21011
Easthampton Cider Project,Producer,Active,Three Rivers,Massachusetts,USA,42.1811873,-72.3601327,https://goo.gl/maps/qqkxLLyRU3wuo71Q9,http://easthamptoncider.com/,https://www.facebook.com/easthamptonciderproject/,https://www.instagram.com/easthamptonciderproject/,http://easthamptoncider.com/,,,,,,,MA-W-21092
Hill Country Cider House,Producer,Active,Mico,Texas,USA,29.5425006,-98.8438133,https://goo.gl/maps/hbJ4hqA98tiRT4fs8,https://www.hillcountryciderhouse.com/,https://www.facebook.com/HillCountryCiderHouse/,,https://www.hillcountryciderhouse.com/,,,,,,,TX-W-21548
Innerstoic Wine & Cider Co.,Producer,Active,Morris,Pennsylvania,USA,41.5347842,-77.2961648,https://goo.gl/maps/qJLnyN76AA17ds4w7,https://www.innerstoic.com/,https://www.facebook.com/innerstoicwineandcider/,https://www.instagram.com/innerstoicwineandcider/,https://www.innerstoic.com/,,,,,,,PA-W-21263
Vala's Orchard Cider,Producer,Active,Gretna,Nebraska,USA,41.1285802,-96.1989432,https://maps.google.com/?cid=15056510891597103165,https://www.valasappleorchard.com/,https://www.facebook.com/ValasPumpkinPatch/,https://www.instagram.com/valaspumpkinpatch/,https://www.valasappleorchard.com/,https://www.yelp.com/biz/valas-pumpkin-patch-gretna,https://www.tripadvisor.com/Attraction_Review-g45597-d1932171,https://untappd.com/w/vala-s-pumpkin-patch/478866,https://glintcap.org/results/commercial/medalists/valas-orchard-cider-co/,,Vala's Pumpkin Patch,NE-W-21021
Highpoint Cider,Producer,Active,Victor,Idaho,USA,43.6131537,-111.1063313,https://maps.google.com/?cid=12149721453883945516,https://highpointcider.com/,https://www.facebook.com/Highpointcider/,https://www.instagram.com/highpointcider/,https://highpointcider.com/,,,,,https://shopciders.com/highpoint_cider,,ID-W-21060
Beasley's Orchard,Producer,Active,Danville,Indiana,USA,39.763694,-86.476637,https://maps.google.com/?cid=13164203110822582359,https://www.beasleys-orchard.com/,https://www.facebook.com/beasleysorchard/,https://www.instagram.com/beasleys.orchard/,https://www.beasleys-orchard.com/,https://www.yelp.com/biz/beasleys-orchards-and-gardens-danville,https://www.tripadvisor.com/Attraction_Review-g37051-d11820168,,,,,IN-W-21067
Fools Craft Cider,Producer,Active,Kingsburg,California,USA,36.5140996,-119.5532037,https://goo.gl/maps/nRKsa2GghoBCBp8P8,https://foolscraftcider.com/,https://www.facebook.com/foolscraftciderkingsburg/,https://www.instagram.com/foolscraftcider/,https://foolscraftcider.com/,,,,,,,CA-W-23643
Kelloggsville Farm Cidery,Producer,Active,Moravia,New York,USA,42.7852317,-76.3664643,https://goo.gl/maps/5VJjPNNvA2x62k5z8,,https://www.facebook.com/Galmorfarm/,,https://www.facebook.com/Galmorfarm/,,,,,,Galmor Farm,NY-W-21307
Seminary Hill Orchard & Cidery,Producer,Active,Callicoon,New York,USA,41.7743187,-75.0549915,https://maps.google.com/?cid=2014295545037325417,https://www.seminaryhill.co/,https://www.facebook.com/seminaryhillweddings,https://www.instagram.com/seminaryhillcider/,https://www.seminaryhill.co/,,,,https://glintcap.org/results/commercial/medalists/seminary-hill-orchard-cidery/,https://shopciders.com/seminary_hill_orchard_and_cidery,,NY-W-21267
Buried Barrel Hard Cider,Producer,Active,Castile,New York,USA,42.6022455,-78.0550868,https://maps.google.com/?cid=8966978349413962735,https://buriedbarrel.business.site/,https://www.facebook.com/buriedbarrel/,https://www.instagram.com/buriedbarrel/,https://buriedbarrel.business.site/,,,,,,,NY-W-21334
Cache Cider,Producer,Active,Milwaukee,Wisconsin,USA,42.9964253,-87.9091284,https://maps.google.com/?cid=17549272697206757205,https://cachecider.com/,https://www.facebook.com/CacheCider/,https://www.instagram.com/cachecider/,https://cachecider.com/,,,https://untappd.com/w/cache-cider/486237,,,,WI-W-21124
Hard Heidi's Cider,Producer,Active,Sequim,Washington,USA,48.1406019,-123.123755,https://goo.gl/maps/4iNN6wduy1DogA1AA,,https://www.facebook.com/HardHeidisCider/,,https://www.facebook.com/HardHeidisCider/,,,,,,,WA-W-21585
Greenbank Cider Company,Producer,Active,Coupeville,Washington,USA,48.1440029,-122.5918572,https://goo.gl/maps/UnidKneTYRX7EtRP7,,https://www.facebook.com/Greenbank-Cider-Company-102051684950627/,,https://www.facebook.com/Greenbank-Cider-Company-102051684950627/,,,https://untappd.com/w/greenbank-cidery/486688,,,,WA-W-21608
Two Hooligans Cider,Producer,Active,Sequim,Washington,USA,48.0896036,-123.1754161,https://goo.gl/maps/VdFJYpZJzmjnK5U58,,https://www.facebook.com/Two-Hooligans-Cider-819131328423058/,https://www.instagram.com/twohooliganscider/,https://www.instagram.com/twohooliganscider/,,,https://untappd.com/w/two-hooligans-cider-company/477014,,,,WA-W-21619
Misfit Island Cider Company,Producer,Active,Langley,Washington,USA,48.0201654,-122.4527918,https://goo.gl/maps/P1EdKUm16WJEJZWX6,https://www.misfitislandcidercompany.com/,https://www.facebook.com/misfitIslandcidercompany,https://www.instagram.com/misfit_island_cider/,https://www.misfitislandcidercompany.com/,,,https://untappd.com/w/misfit-island-cider-company/473150,,,,WA-W-21506
Driftwood Hard Cider Co.,Producer,Active,Langley,Washington,USA,47.996975,-122.4143351,https://maps.google.com/?cid=1216166598906285560,https://www.driftwoodcider.com/,https://www.facebook.com/driftwoodhardcider/,https://www.instagram.com/driftwoodhardciderco/,https://www.driftwoodcider.com/,https://www.yelp.com/biz/spoiled-dog-winery-langley,https://www.tripadvisor.com/Attraction_Review-g58557-d2268108,https://untappd.com/w/driftwood-hard-cider/416127,,,Spoiled Dog Winery,WA-W-15300
Brick River Cider,Producer,Active,St. Louis,Missouri,USA,38.6339407,-90.2079809,https://maps.google.com/?cid=7012396128064719649,https://brickrivercider.com/,https://www.facebook.com/BrickRiverCider/,https://www.instagram.com/brickrivercider/,https://brickrivercider.com/,https://www.yelp.com/biz/brick-river-cider-company-saint-louis,https://www.tripadvisor.com/Restaurant_Review-g44881-d13641267,https://untappd.com/BrickRiverCiderCo,https://glintcap.org/results/commercial/medalists/brick-river-cider-co/,,,MO-W-21074
Farmgate Cider,Producer,Active,Arnprior,Ontario,CAN,45.4138013,-76.2414158,https://www.google.com/maps?cid=10219086058367781749,https://farmgatecider.ca/,https://www.facebook.com/FarmgateCider,https://www.instagram.com/farmgatecider/,https://farmgatecider.ca/,,,https://untappd.com/FarmgateCider,https://glintcap.org/results/commercial/medalists/farmgate-cider/,,,
Godfreyrun Cider Mill,Producer,Active,Lake City,Pennsylvania,USA,42.036151,-80.3082175,https://maps.google.com/?cid=5888879804807392238,,https://www.facebook.com/GodfreyRunFarmMarket/,,https://www.facebook.com/GodfreyRunFarmMarket/,,,https://untappd.com/w/godfrey-run-cider-mill/423226,https://glintcap.org/results/commercial/medalists/godfreyrun-cider-mill/,,Godfrey Run Farm,PA-W-21200
Heeman's,Producer,Active,Thorndale,Ontario,CAN,43.0407802,-81.1242136,https://maps.google.com/?cid=6514751524906368604,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://heeman.ca/,https://www.yelp.com/biz/heemans-thorndale,,https://untappd.com/w/the-heeman-s-cidery/448923,https://glintcap.org/results/commercial/medalists/heemans/,,,
Magis Cider Co.,Producer,Active,Cleveland,Ohio,USA,41.4850769,-81.7034306,https://maps.google.com/?cid=906730698204701016,https://www.magisciderco.com/,https://www.facebook.com/magisciderco/,https://www.instagram.com/magisciderco/,https://www.magisciderco.com/,https://www.yelp.com/biz/market-garden-brewery-cleveland-3,https://www.tripadvisor.com/Restaurant_Review-g50207-d2363620,https://untappd.com/MagisCider,https://glintcap.org/results/commercial/medalists/magis-cider/,,Market Garden Brewery,
Ooba Ciders,Producer,Active,Fennville,Michigan,USA,42.5731406,-86.1530078,https://maps.google.com/?cid=17151649720972224683,https://modaleswines.com/,https://www.facebook.com/modaleswines,https://www.instagram.com/modaleswines/,https://modaleswines.com/,https://www.yelp.com/biz/modales-wines-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d17805051,https://untappd.com/w/modales-winery/468641,,,Modales Wines,MI-W-21335
Papa Moon Vineyards & Winery,Producer,Active,Scottsbluff,Nebraska,USA,41.8877158,-103.6176699,https://maps.google.com/?cid=16564507604611639866,https://www.papamoonvineyards.com/,https://www.facebook.com/Papamoonwines,https://www.instagram.com/papamoonciders/,https://www.papamoonvineyards.com/,https://www.yelp.com/biz/papa-moon-vineyards-and-winery-scottsbluff,,https://untappd.com/w/papa-moon-vineyards-winery-and-cider-house/472128,https://glintcap.org/results/commercial/medalists/papa-moon-vineyards-winery/,,,NE-W-21010
Rock N Wool Winery,Producer,Active,Poynette,Wisconsin,USA,43.4264281,-89.3907181,https://maps.google.com/?cid=4773134413393793062,http://www.rocknwoolwinery.com/,,,http://www.rocknwoolwinery.com/,https://www.yelp.com/biz/rock-n-wool-winery-poynette,https://www.tripadvisor.com/Attraction_Review-g60209-d10254499,https://untappd.com/w/rock-n-wool/439264,https://glintcap.org/results/commercial/medalists/rock-n-wool-winery/,,,WI-W-21004
3 North Vines,Producer,Active,Croswell,Michigan,USA,43.2642732,-82.5821548,https://maps.google.com/?cid=2992073829749272130,https://www.3northvines.com/,https://www.facebook.com/3NorthVines,https://www.instagram.com/3northvines_wines/,https://www.3northvines.com/,https://www.yelp.com/biz/3-north-vines-croswell?,https://www.tripadvisor.com/Attraction_Review-g42117-d7654093,https://untappd.com/w/3-north-vines/407444,https://glintcap.org/results/commercial/medalists/3-north-vines/,,,MI-W-21063
Torch Lake Cellars,Producer,Active,Bellaire,Michigan,USA,44.9575043,-85.2478659,https://www.google.com/maps?cid=15851778806795032026,http://torchlakecellars.com/,https://www.facebook.com/torchlakecellars,https://www.instagram.com/torchlakecellars/,http://torchlakecellars.com/,https://www.yelp.com/biz/torch-lake-cellars-bellaire?,https://www.tripadvisor.com/Attraction_Review-g41979-d8539569,https://untappd.com/w/torch-lake-cellars/224664,,,,MI-W-21067
One Well Brewing,Producer,Active,Kalamazoo,Michigan,USA,42.2486203,-85.5590504,https://www.google.com/maps?cid=7492574406320996952,https://www.onewellbrewing.com/,https://www.facebook.com/onewellbrewing,https://www.instagram.com/onewellbrewing/,https://www.onewellbrewing.com/,https://www.yelp.com/biz/one-well-brewing-kalamazoo?,https://www.tripadvisor.com/Attraction_Review-g45235-d6894849,https://untappd.com/OneWellBrewing,,,,MI-W-21076
Steele Street Brewing,Producer,Active,Ionia,Michigan,USA,42.9781251,-85.0669814,https://www.google.com/maps?cid=9262320722257131812,https://www.steelestreetbrewing.com/,https://www.facebook.com/steelestreetbrews,https://www.instagram.com/steelestreetbrews/,https://www.steelestreetbrewing.com/,https://www.yelp.com/biz/steele-street-brewery-ionia?,https://www.tripadvisor.com/Restaurant_Review-g42338-d10177472,https://untappd.com/SteeleStreetBrewing,,,,MI-W-21078
Stony Lake Brewing Company,Producer,Active,Saline,Michigan,USA,42.1720997,-83.7722312,https://maps.google.com/?cid=3230511769570098832,http://www.stonylakebrewing.com/,https://www.facebook.com/StonyLakeBrewingCo,https://www.instagram.com/stonylakebrewing/,http://www.stonylakebrewing.com/,https://www.yelp.com/biz/stony-lake-brewing-co-saline?,,https://untappd.com/StonyLakeBrewingCompany,,,,MI-W-21081
Vineyard 2121,Producer,Active,Benton Harbor,Michigan,USA,42.153821,-86.358962,https://maps.google.com/?cid=12688636606499720189,https://vineyard2121.com/,https://www.facebook.com/Vineyard2121,https://www.instagram.com/vineyard2121/,https://vineyard2121.com/,https://www.yelp.com/biz/vineyard-2121-benton-harbor?,https://www.tripadvisor.com/Restaurant_Review-g41983-d10500784,https://untappd.com/w/vineyard-2121/232027,,,,MI-W-21084
Mountain Mule Ciderhouse,Producer,Active,Middleport,New York,USA,43.191964,-78.472874,https://goo.gl/maps/P2F7wheFphoWwyJ89,,https://www.facebook.com/Mountain-Mule-Ciderhouse-104658281558618/,,https://www.facebook.com/Mountain-Mule-Ciderhouse-104658281558618/,,,,,https://shopciders.com/mountain_mule_ciderhouse_llc,,NY-W-21324
Red Hammer Orchard & Cider Co.,Producer,Active,Jerusalem,New York,USA,42.629524,-77.105531,https://goo.gl/maps/chMy2WfHhsmi3n6VA,,https://www.facebook.com/redhammerorchard/,https://www.instagram.com/redhammerorchard/,https://www.instagram.com/redhammerorchard/,,,https://untappd.com/RedHammerOrchardCiderCo,,,,NY-W-21319
19 Acres Cider Co.,Producer,Active,Sherwood,Oregon,USA,45.3689132,-122.8310011,https://goo.gl/maps/oNdocGV2sXY47tTd9,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://19acres.com/,,,https://untappd.com/19AcresHardCider,http://glintcap.org/results/commercial/medalists/19-acres-cider-co/,,,OR-W-21425
Salt Springs Brewery,Producer,Active,Saline,Michigan,USA,42.165879,-83.780447,https://maps.google.com/?cid=7765914717675175115,http://www.saltspringsbrewery.com/,https://www.facebook.com/saltspringsbrewery,https://www.instagram.com/saltspringsbrewery/,http://www.saltspringsbrewery.com/,https://www.yelp.com/biz/salt-springs-brewery-saline?,https://www.tripadvisor.com/Restaurant_Review-g42676-d8484495,https://untappd.com/SaltSpringsBrewery,,,,MI-W-21090
Lake Ann Brewing Company,Producer,Active,Lake Ann,Michigan,USA,44.7243364,-85.8429588,https://maps.google.com/?cid=5154413797560947446,http://lakeannbrewing.com/,https://www.facebook.com/lakeannbrewing,https://www.instagram.com/lakeannbrewingcompany/,http://lakeannbrewing.com/,https://www.yelp.com/biz/lake-ann-brewing-company-lake-ann?,https://www.tripadvisor.com/Attraction_Review-g42378-d8368243,https://untappd.com/LakeAnnBrewingCompany,,,,MI-W-21091
The Workshop Brewery,Producer,Active,Traverse City,Michigan,USA,44.7652017,-85.6260218,https://maps.google.com/?cid=10523650638737021286,https://traversecityworkshop.com/,https://www.facebook.com/workshopbrewing,https://www.instagram.com/workshopbrewing/,https://traversecityworkshop.com/,https://www.yelp.com/biz/the-workshop-brewing-company-traverse-city-2?,https://www.tripadvisor.com/Restaurant_Review-g42758-d4831244,https://untappd.com/TheWorkshopBrewingCompany,,,,MI-W-21098
Tilted Axis Brewing Company,Producer,Active,Lapeer,Michigan,USA,43.0539406,-83.3116685,https://maps.google.com/?cid=4923628348216164596,https://tiltedaxis.beer/,https://www.facebook.com/tiltedbeer,https://www.instagram.com/tiltedaxisbrewingcompany/,https://tiltedaxis.beer/,https://www.yelp.com/biz/tilted-axis-brewing-company-lapeer?,https://www.tripadvisor.com/Restaurant_Review-g42392-d8828377,https://untappd.com/TiltedAxisBrewingCompany,,,,MI-W-21099
Brite Eyes Brewing Company,Producer,Active,Kalamazoo,Michigan,USA,42.2794884,-85.5832842,https://maps.google.com/?cid=11139668375817549884,https://briteeyesbrewingco.com/,https://www.facebook.com/BriteEyesBrewingCo,https://www.instagram.com/briteeyesbrewingco/,https://briteeyesbrewingco.com/,https://www.yelp.com/biz/brite-eyes-brewing-kalamazoo?,https://www.tripadvisor.com/Restaurant_Review-g42354-d9763843,https://untappd.com/BriteEyesBrewingCo,,,,MI-W-21120
Odd Side Ales,Producer,Active,Grand Haven,Michigan,USA,43.0646785,-86.2328527,https://maps.google.com/?cid=13725335791135405395,https://oddsideales.com/,https://www.facebook.com/oddsideales,https://www.instagram.com/oddsideales/,https://oddsideales.com/,https://www.yelp.com/biz/odd-side-ales-grand-haven?,https://www.tripadvisor.com/Restaurant_Review-g42252-d2240839,https://untappd.com/OddSideAles,,,,MI-W-21121
Trail Point Brewing Company,Producer,Active,Allendale,Michigan,USA,42.9728171,-85.9351257,https://maps.google.com/?cid=13927929068855762771,https://www.trailpointbrewing.com/,https://www.facebook.com/TrailPointBrewing,https://www.instagram.com/trailpointbrewing/,https://www.trailpointbrewing.com/,https://www.yelp.com/biz/trail-point-brewing-company-allendale?,https://www.tripadvisor.com/Attraction_Review-g29546-d8561127,https://untappd.com/TrailPointBrewing,,,,MI-W-21125
Kickstand Brewing Company,Producer,Active,Commerce Township,Michigan,USA,42.5906101,-83.4475367,https://maps.google.com/?cid=13399110528555569782,https://www.kickstandbrewingco.com/,https://www.facebook.com/KickstandBrewingCompany,https://www.instagram.com/kickstandbrewingco/,https://www.kickstandbrewingco.com/,https://www.yelp.com/biz/kickstand-brewing-company-commerce-township,https://www.tripadvisor.com/Restaurant_Review-g42099-d9754177,https://untappd.com/KickstandBrewingCompany,,,,MI-W-21127
